;link_ID;date;time_interval;travel_time
82;4377906287663800514;2016-05-21;[2016-05-21 13:00:00,2016-05-21 13:02:00);97.4
83;4377906282759500514;2016-05-21;[2016-05-21 10:24:00,2016-05-21 10:26:00);9.9
84;4377906281784800514;2016-05-21;[2016-05-21 07:46:00,2016-05-21 07:48:00);8.4
85;4377906284838500514;2016-05-21;[2016-05-21 13:42:00,2016-05-21 13:44:00);25.0
86;4377906288738500514;2016-05-21;[2016-05-21 16:04:00,2016-05-21 16:06:00);10.9
87;4377906288869500514;2016-05-21;[2016-05-21 07:34:00,2016-05-21 07:36:00);10.2
88;4377906283769500514;2016-05-21;[2016-05-21 19:32:00,2016-05-21 19:34:00);3.4
89;4377906283769500514;2016-05-21;[2016-05-21 00:58:00,2016-05-21 01:00:00);1.7
90;4377906289041600514;2016-05-21;[2016-05-21 01:14:00,2016-05-21 01:16:00);64.0
91;4377906286169500514;2016-05-21;[2016-05-21 06:06:00,2016-05-21 06:08:00);6.5
92;4377906282763800514;2016-05-21;[2016-05-21 03:26:00,2016-05-21 03:28:00);13.5
93;4377906280241600514;2016-05-21;[2016-05-21 07:04:00,2016-05-21 07:06:00);11.8
94;4377906289869500514;2016-05-21;[2016-05-21 12:08:00,2016-05-21 12:10:00);8.7
95;4377906283141600514;2016-05-21;[2016-05-21 08:48:00,2016-05-21 08:50:00);4.0
96;4377906287194800514;2016-05-21;[2016-05-21 16:20:00,2016-05-21 16:22:00);25.0
97;4377906287194800514;2016-05-21;[2016-05-21 18:18:00,2016-05-21 18:20:00);102.0
98;4377906284422600514;2016-05-21;[2016-05-21 03:56:00,2016-05-21 03:58:00);6.1
99;3377906281518510514;2016-05-21;[2016-05-21 13:16:00,2016-05-21 13:18:00);6.2
100;4377906280334600514;2016-05-21;[2016-05-21 01:12:00,2016-05-21 01:14:00);16.2
101;4377906285032600514;2016-05-21;[2016-05-21 19:30:00,2016-05-21 19:32:00);29.1
102;4377906284141600514;2016-05-21;[2016-05-21 03:00:00,2016-05-21 03:02:00);7.0
103;4377906287169500514;2016-05-21;[2016-05-21 08:46:00,2016-05-21 08:48:00);19.3
104;4377906280141600514;2016-05-21;[2016-05-21 09:30:00,2016-05-21 09:32:00);8.8
105;3377906287886510514;2016-05-21;[2016-05-21 18:48:00,2016-05-21 18:50:00);36.5
106;4377906280913600514;2016-05-21;[2016-05-21 02:26:00,2016-05-21 02:28:00);5.6
107;4377906280913600514;2016-05-21;[2016-05-21 07:32:00,2016-05-21 07:34:00);3.7
108;4377906287243600514;2016-05-21;[2016-05-21 16:02:00,2016-05-21 16:04:00);14.8
109;4377906282141600514;2016-05-21;[2016-05-21 15:58:00,2016-05-21 16:00:00);8.6
110;3377906283328510514;2016-05-21;[2016-05-21 10:10:00,2016-05-21 10:12:00);15.3
111;9377906285566510514;2016-05-21;[2016-05-21 02:58:00,2016-05-21 03:00:00);13.4
112;3377906283328510514;2016-05-21;[2016-05-21 15:42:00,2016-05-21 15:44:00);16.6
113;4377906288194800514;2016-05-21;[2016-05-21 07:56:00,2016-05-21 07:58:00);11.0
114;4377906285334600514;2016-05-21;[2016-05-21 09:24:00,2016-05-21 09:26:00);12.8
115;4377906284838500514;2016-05-21;[2016-05-21 10:18:00,2016-05-21 10:20:00);19.8
116;4377906283141600514;2016-05-21;[2016-05-21 07:08:00,2016-05-21 07:10:00);4.9
117;4377906289041600514;2016-05-21;[2016-05-21 10:08:00,2016-05-21 10:10:00);49.1
118;4377906288234600514;2016-05-21;[2016-05-21 20:00:00,2016-05-21 20:02:00);22.2
119;4377906281141600514;2016-05-21;[2016-05-21 18:52:00,2016-05-21 18:54:00);21.1
120;3377906289044510514;2016-05-21;[2016-05-21 21:28:00,2016-05-21 21:30:00);7.5
121;4377906285525800514;2016-05-21;[2016-05-21 20:14:00,2016-05-21 20:16:00);5.6
122;4377906285525800514;2016-05-21;[2016-05-21 22:36:00,2016-05-21 22:38:00);8.6
123;4377906288893600514;2016-05-21;[2016-05-21 07:12:00,2016-05-21 07:14:00);6.7
124;4377906286343600514;2016-05-21;[2016-05-21 18:34:00,2016-05-21 18:36:00);95.4
125;4377906282141600514;2016-05-21;[2016-05-21 22:56:00,2016-05-21 22:58:00);4.6
126;4377906282969500514;2016-05-21;[2016-05-21 06:42:00,2016-05-21 06:44:00);10.5
127;9377906286566510514;2016-05-21;[2016-05-21 21:52:00,2016-05-21 21:54:00);43.4
128;4377906280763800514;2016-05-21;[2016-05-21 09:04:00,2016-05-21 09:06:00);26.2
129;9377906284555510514;2016-05-21;[2016-05-21 14:08:00,2016-05-21 14:10:00);1.6
130;4377906289141600514;2016-05-21;[2016-05-21 15:34:00,2016-05-21 15:36:00);13.6
131;4377906288243600514;2016-05-21;[2016-05-21 14:34:00,2016-05-21 14:36:00);13.2
132;3377906289674510514;2016-05-21;[2016-05-21 13:52:00,2016-05-21 13:54:00);6.8
133;4377906285041600514;2016-05-21;[2016-05-21 00:30:00,2016-05-21 00:32:00);2.9
134;4377906288041600514;2016-05-21;[2016-05-21 00:48:00,2016-05-21 00:50:00);12.1
135;4377906285759500514;2016-05-21;[2016-05-21 23:46:00,2016-05-21 23:48:00);44.7
136;4377906286843600514;2016-05-21;[2016-05-21 11:22:00,2016-05-21 11:24:00);50.4
137;4377906285594800514;2016-05-21;[2016-05-21 18:10:00,2016-05-21 18:12:00);117.0
138;4377906285525800514;2016-05-21;[2016-05-21 08:18:00,2016-05-21 08:20:00);7.3
139;4377906289813600514;2016-05-21;[2016-05-21 06:38:00,2016-05-21 06:40:00);1.1
140;3377906286918510514;2016-05-21;[2016-05-21 17:44:00,2016-05-21 17:46:00);22.4
141;4377906284594800514;2016-05-21;[2016-05-21 17:56:00,2016-05-21 17:58:00);530.6
142;4377906280163800514;2016-05-21;[2016-05-21 06:38:00,2016-05-21 06:40:00);18.3
143;4377906289063800514;2016-05-21;[2016-05-21 21:10:00,2016-05-21 21:12:00);26.8
144;4377906288869500514;2016-05-21;[2016-05-21 15:52:00,2016-05-21 15:54:00);30.1
145;4377906280969500514;2016-05-21;[2016-05-21 16:50:00,2016-05-21 16:52:00);3.5
146;4377906280913600514;2016-05-21;[2016-05-21 14:26:00,2016-05-21 14:28:00);7.8
147;4377906283759500514;2016-05-21;[2016-05-21 08:14:00,2016-05-21 08:16:00);6.3
148;4377906289041600514;2016-05-21;[2016-05-21 12:24:00,2016-05-21 12:26:00);36.5
149;4377906283141600514;2016-05-21;[2016-05-21 20:54:00,2016-05-21 20:56:00);3.5
150;3377906282418510514;2016-05-21;[2016-05-21 05:50:00,2016-05-21 05:52:00);2.6
151;4377906288425800514;2016-05-21;[2016-05-21 01:02:00,2016-05-21 01:04:00);19.5
152;4377906285141600514;2016-05-21;[2016-05-21 01:16:00,2016-05-21 01:18:00);3.7
153;4377906281969500514;2016-05-21;[2016-05-21 15:36:00,2016-05-21 15:38:00);1.0
154;4377906287243600514;2016-05-21;[2016-05-21 02:44:00,2016-05-21 02:46:00);9.6
155;3377906284395510514;2016-05-21;[2016-05-21 15:50:00,2016-05-21 15:52:00);6.4
156;9377906281555510514;2016-05-21;[2016-05-21 08:40:00,2016-05-21 08:42:00);4.7
157;4377906286681600514;2016-05-21;[2016-05-21 20:38:00,2016-05-21 20:40:00);2.5
158;9377906281555510514;2016-05-21;[2016-05-21 20:16:00,2016-05-21 20:18:00);3.6
159;4377906283141600514;2016-05-21;[2016-05-21 00:08:00,2016-05-21 00:10:00);3.2
160;9377906288175510514;2016-05-21;[2016-05-21 05:32:00,2016-05-21 05:34:00);6.3
161;4377906284594800514;2016-05-21;[2016-05-21 03:30:00,2016-05-21 03:32:00);34.3
162;4377906284594800514;2016-05-21;[2016-05-21 14:02:00,2016-05-21 14:04:00);251.4
163;3377906282328510514;2016-05-21;[2016-05-21 11:48:00,2016-05-21 11:50:00);7.7
164;3377906287934510514;2016-05-21;[2016-05-21 12:42:00,2016-05-21 12:44:00);4.3
165;3377906289674510514;2016-05-21;[2016-05-21 03:46:00,2016-05-21 03:48:00);6.0
166;4377906281141600514;2016-05-21;[2016-05-21 09:48:00,2016-05-21 09:50:00);16.8
167;4377906282769500514;2016-05-21;[2016-05-21 22:00:00,2016-05-21 22:02:00);15.5
168;4377906284514600514;2016-05-21;[2016-05-21 14:44:00,2016-05-21 14:46:00);37.9
169;3377906280028510514;2016-05-21;[2016-05-21 23:10:00,2016-05-21 23:12:00);5.4
170;3377906289228510514;2016-05-21;[2016-05-21 19:16:00,2016-05-21 19:18:00);6.7
171;4377906286032600514;2016-05-21;[2016-05-21 09:54:00,2016-05-21 09:56:00);29.4
172;4377906289663800514;2016-05-21;[2016-05-21 03:26:00,2016-05-21 03:28:00);13.4
173;4377906285759500514;2016-05-21;[2016-05-21 17:38:00,2016-05-21 17:40:00);81.7
174;4377906283815800514;2016-05-21;[2016-05-21 10:06:00,2016-05-21 10:08:00);2.6
175;4377906282769500514;2016-05-21;[2016-05-21 16:04:00,2016-05-21 16:06:00);33.4
176;4377906285041600514;2016-05-21;[2016-05-21 00:50:00,2016-05-21 00:52:00);2.5
177;4377906289041600514;2016-05-21;[2016-05-21 10:12:00,2016-05-21 10:14:00);31.2
178;4377906280141600514;2016-05-21;[2016-05-21 02:00:00,2016-05-21 02:02:00);5.5
179;4377906285141600514;2016-05-21;[2016-05-21 02:12:00,2016-05-21 02:14:00);3.9
180;4377906288893600514;2016-05-21;[2016-05-21 04:42:00,2016-05-21 04:44:00);4.9
181;4377906284514600514;2016-05-21;[2016-05-21 13:40:00,2016-05-21 13:42:00);12.8
182;4377906280163800514;2016-05-21;[2016-05-21 08:24:00,2016-05-21 08:26:00);27.4
183;4377906280784800514;2016-05-21;[2016-05-21 15:38:00,2016-05-21 15:40:00);42.5
184;3377906285434510514;2016-05-21;[2016-05-21 05:40:00,2016-05-21 05:42:00);1.0
185;3377906281774510514;2016-05-21;[2016-05-21 05:54:00,2016-05-21 05:56:00);9.8
186;3377906284395510514;2016-05-21;[2016-05-21 05:28:00,2016-05-21 05:30:00);4.6
187;3377906280028510514;2016-05-21;[2016-05-21 00:48:00,2016-05-21 00:50:00);8.0
188;3377906288228510514;2016-05-21;[2016-05-21 03:40:00,2016-05-21 03:42:00);3.2
189;4377906280329500514;2016-05-21;[2016-05-21 07:34:00,2016-05-21 07:36:00);36.2
190;4377906281041600514;2016-05-21;[2016-05-21 12:32:00,2016-05-21 12:34:00);5.2
191;4377906282541600514;2016-05-21;[2016-05-21 09:08:00,2016-05-21 09:10:00);40.7
192;3377906284028510514;2016-05-21;[2016-05-21 16:42:00,2016-05-21 16:44:00);98.0
193;4377906288063800514;2016-05-21;[2016-05-21 19:18:00,2016-05-21 19:20:00);28.2
194;3377906280028510514;2016-05-21;[2016-05-21 16:32:00,2016-05-21 16:34:00);7.5
195;4377906280141600514;2016-05-21;[2016-05-21 13:32:00,2016-05-21 13:34:00);69.8
196;4377906286041600514;2016-05-21;[2016-05-21 20:06:00,2016-05-21 20:08:00);5.0
197;3377906281518510514;2016-05-21;[2016-05-21 15:24:00,2016-05-21 15:26:00);4.5
198;4377906285343600514;2016-05-21;[2016-05-21 17:18:00,2016-05-21 17:20:00);55.0
199;3377906284395510514;2016-05-21;[2016-05-21 11:34:00,2016-05-21 11:36:00);8.3
200;9377906283776510514;2016-05-21;[2016-05-21 02:58:00,2016-05-21 03:00:00);10.0
201;4377906288063800514;2016-05-21;[2016-05-21 20:42:00,2016-05-21 20:44:00);22.3
202;4377906289063800514;2016-05-21;[2016-05-21 10:14:00,2016-05-21 10:16:00);16.7
203;4377906289243600514;2016-05-21;[2016-05-21 09:12:00,2016-05-21 09:14:00);1.8
204;9377906283125510514;2016-05-21;[2016-05-21 10:14:00,2016-05-21 10:16:00);18.4
205;4377906284594800514;2016-05-21;[2016-05-21 22:14:00,2016-05-21 22:16:00);24.4
206;4377906288869500514;2016-05-21;[2016-05-21 19:16:00,2016-05-21 19:18:00);8.7
207;4377906282769500514;2016-05-21;[2016-05-21 08:22:00,2016-05-21 08:24:00);14.7
208;4377906283759500514;2016-05-21;[2016-05-21 17:56:00,2016-05-21 17:58:00);6.7
209;3377906282328510514;2016-05-21;[2016-05-21 23:48:00,2016-05-21 23:50:00);3.8
210;4377906284525800514;2016-05-21;[2016-05-21 10:28:00,2016-05-21 10:30:00);234.5
211;4377906288893600514;2016-05-21;[2016-05-21 11:38:00,2016-05-21 11:40:00);37.9
212;3377906281518510514;2016-05-21;[2016-05-21 23:12:00,2016-05-21 23:14:00);3.3
213;4377906289063800514;2016-05-21;[2016-05-21 00:28:00,2016-05-21 00:30:00);14.3
214;4377906288959500514;2016-05-21;[2016-05-21 02:46:00,2016-05-21 02:48:00);8.7
215;4377906287959500514;2016-05-21;[2016-05-21 16:00:00,2016-05-21 16:02:00);58.1
216;3377906285934510514;2016-05-21;[2016-05-21 07:12:00,2016-05-21 07:14:00);21.0
217;4377906285334600514;2016-05-21;[2016-05-21 10:16:00,2016-05-21 10:18:00);22.5
218;4377906285334600514;2016-05-21;[2016-05-21 19:42:00,2016-05-21 19:44:00);7.8
219;4377906287959500514;2016-05-21;[2016-05-21 11:12:00,2016-05-21 11:14:00);20.9
220;4377906284759500514;2016-05-21;[2016-05-21 16:50:00,2016-05-21 16:52:00);2.3
221;4377906280763800514;2016-05-21;[2016-05-21 08:40:00,2016-05-21 08:42:00);12.1
222;3377906289228510514;2016-05-21;[2016-05-21 02:16:00,2016-05-21 02:18:00);3.7
223;4377906288194800514;2016-05-21;[2016-05-21 08:54:00,2016-05-21 08:56:00);13.4
224;3377906284028510514;2016-05-21;[2016-05-21 17:30:00,2016-05-21 17:32:00);33.3
225;9377906288175510514;2016-05-21;[2016-05-21 22:32:00,2016-05-21 22:34:00);6.6
226;3377906281518510514;2016-05-21;[2016-05-21 09:06:00,2016-05-21 09:08:00);3.3
227;9377906289175510514;2016-05-21;[2016-05-21 11:36:00,2016-05-21 11:38:00);5.8
228;4377906282815800514;2016-05-21;[2016-05-21 01:56:00,2016-05-21 01:58:00);5.5
229;3377906287886510514;2016-05-21;[2016-05-21 13:12:00,2016-05-21 13:14:00);37.9
230;3377906289674510514;2016-05-21;[2016-05-21 17:06:00,2016-05-21 17:08:00);6.1
231;4377906286681600514;2016-05-21;[2016-05-21 01:24:00,2016-05-21 01:26:00);1.2
232;4377906286141600514;2016-05-21;[2016-05-21 11:12:00,2016-05-21 11:14:00);2.3
233;4377906289869500514;2016-05-21;[2016-05-21 02:56:00,2016-05-21 02:58:00);5.7
234;4377906282763800514;2016-05-21;[2016-05-21 08:18:00,2016-05-21 08:20:00);18.8
235;4377906287063800514;2016-05-21;[2016-05-21 06:20:00,2016-05-21 06:22:00);22.8
236;9377906285566510514;2016-05-21;[2016-05-21 18:46:00,2016-05-21 18:48:00);17.2
237;4377906286843600514;2016-05-21;[2016-05-21 09:46:00,2016-05-21 09:48:00);19.0
238;4377906285525800514;2016-05-21;[2016-05-21 05:38:00,2016-05-21 05:40:00);5.6
239;4377906285343600514;2016-05-21;[2016-05-21 15:44:00,2016-05-21 15:46:00);50.4
240;4377906285681600514;2016-05-21;[2016-05-21 05:16:00,2016-05-21 05:18:00);3.7
241;4377906284141600514;2016-05-21;[2016-05-21 16:48:00,2016-05-21 16:50:00);11.0
242;4377906284141600514;2016-05-21;[2016-05-21 14:52:00,2016-05-21 14:54:00);9.4
243;4377906281959500514;2016-05-21;[2016-05-21 18:22:00,2016-05-21 18:24:00);14.7
244;4377906281959500514;2016-05-21;[2016-05-21 16:36:00,2016-05-21 16:38:00);7.6
245;4377906284759500514;2016-05-21;[2016-05-21 10:48:00,2016-05-21 10:50:00);1.3
246;4377906284759500514;2016-05-21;[2016-05-21 06:58:00,2016-05-21 07:00:00);1.0
247;3377906284028510514;2016-05-21;[2016-05-21 21:40:00,2016-05-21 21:42:00);27.7
248;4377906287194800514;2016-05-21;[2016-05-21 07:16:00,2016-05-21 07:18:00);13.3
249;4377906281784800514;2016-05-21;[2016-05-21 13:38:00,2016-05-21 13:40:00);25.6
250;4377906283525800514;2016-05-21;[2016-05-21 16:42:00,2016-05-21 16:44:00);81.8
251;3377906287886510514;2016-05-21;[2016-05-21 18:22:00,2016-05-21 18:24:00);88.3
252;4377906285759500514;2016-05-21;[2016-05-21 02:40:00,2016-05-21 02:42:00);20.7
253;4377906289425800514;2016-05-21;[2016-05-21 12:04:00,2016-05-21 12:06:00);87.2
254;4377906284759500514;2016-05-21;[2016-05-21 03:58:00,2016-05-21 04:00:00);1.1
255;4377906287243600514;2016-05-21;[2016-05-21 13:12:00,2016-05-21 13:14:00);9.2
256;9377906289175510514;2016-05-21;[2016-05-21 23:56:00,2016-05-21 23:58:00);4.1
257;4377906286334600514;2016-05-21;[2016-05-21 10:24:00,2016-05-21 10:26:00);24.0
258;4377906288063800514;2016-05-21;[2016-05-21 11:08:00,2016-05-21 11:10:00);26.2
259;4377906285525800514;2016-05-21;[2016-05-21 10:56:00,2016-05-21 10:58:00);12.4
260;4377906286525800514;2016-05-21;[2016-05-21 21:04:00,2016-05-21 21:06:00);3.0
261;9377906286566510514;2016-05-21;[2016-05-21 17:52:00,2016-05-21 17:54:00);55.2
262;3377906287886510514;2016-05-21;[2016-05-21 16:36:00,2016-05-21 16:38:00);89.1
263;4377906287141600514;2016-05-21;[2016-05-21 16:20:00,2016-05-21 16:22:00);10.0
264;4377906287141600514;2016-05-21;[2016-05-21 14:58:00,2016-05-21 15:00:00);8.5
265;4377906281763800514;2016-05-21;[2016-05-21 02:52:00,2016-05-21 02:54:00);2.7
266;4377906285343600514;2016-05-21;[2016-05-21 12:14:00,2016-05-21 12:16:00);9.0
267;4377906280784800514;2016-05-21;[2016-05-21 16:16:00,2016-05-21 16:18:00);42.2
268;3377906289044510514;2016-05-21;[2016-05-21 08:10:00,2016-05-21 08:12:00);7.6
269;4377906281141600514;2016-05-21;[2016-05-21 08:58:00,2016-05-21 09:00:00);14.6
270;3377906281518510514;2016-05-21;[2016-05-21 20:26:00,2016-05-21 20:28:00);3.6
271;4377906288421600514;2016-05-21;[2016-05-21 10:20:00,2016-05-21 10:22:00);17.7
272;3377906281518510514;2016-05-21;[2016-05-21 03:08:00,2016-05-21 03:10:00);2.4
273;4377906288893600514;2016-05-21;[2016-05-21 18:20:00,2016-05-21 18:22:00);46.2
274;4377906283769500514;2016-05-21;[2016-05-21 17:20:00,2016-05-21 17:22:00);2.9
275;4377906285594800514;2016-05-21;[2016-05-21 11:44:00,2016-05-21 11:46:00);18.0
276;4377906288959500514;2016-05-21;[2016-05-21 12:46:00,2016-05-21 12:48:00);13.3
277;9377906284555510514;2016-05-21;[2016-05-21 01:42:00,2016-05-21 01:44:00);1.6
278;4377906289041600514;2016-05-21;[2016-05-21 17:02:00,2016-05-21 17:04:00);33.4
279;9377906283125510514;2016-05-21;[2016-05-21 18:50:00,2016-05-21 18:52:00);16.5
280;4377906281741600514;2016-05-21;[2016-05-21 05:06:00,2016-05-21 05:08:00);11.3
281;4377906286032600514;2016-05-21;[2016-05-21 10:18:00,2016-05-21 10:20:00);31.0
282;4377906287243600514;2016-05-21;[2016-05-21 19:16:00,2016-05-21 19:18:00);10.6
283;4377906283759500514;2016-05-21;[2016-05-21 01:46:00,2016-05-21 01:48:00);5.3
284;3377906283328510514;2016-05-21;[2016-05-21 14:38:00,2016-05-21 14:40:00);9.1
285;4377906289063800514;2016-05-21;[2016-05-21 14:42:00,2016-05-21 14:44:00);38.4
286;4377906287663800514;2016-05-21;[2016-05-21 11:38:00,2016-05-21 11:40:00);39.0
287;3377906284028510514;2016-05-21;[2016-05-21 21:26:00,2016-05-21 21:28:00);28.4
288;4377906289863800514;2016-05-21;[2016-05-21 13:26:00,2016-05-21 13:28:00);11.9
289;4377906283815800514;2016-05-21;[2016-05-21 12:42:00,2016-05-21 12:44:00);3.7
